name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,board,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom,Voucher,Artist
"Battle at the Big Bridge",1,"Instant",B,"fca","9",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler","",139881,false,false,"Yoshitaka Amano"
"Archon of Cruelty",8,"Creature - Archon",B,"mh2","75",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Attack: Enabler;Strict Blink: Payoff;Strict Draw: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Payoff","",90523,false,false,"Andrew Mar"
"Sunset Saboteur",2,"Creature - Human Rogue",B,"eoe","116",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Attack: Enabler;Strict Counters: Enabler;Strict Humans: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",142845,false,false,"Mirko Failoni"
"Dark Confidant",2,"Creature - Human Wizard",B,"rav","81",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Humans: Enabler","",23084,false,false,"Ron Spears"
"Legolas's Quick Reflexes",1,"Instant",G,"ltc","493",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Damage: Enabler;Strict Noncreature: Enabler;Strict Power Matters: Payoff","",120076,false,false,"Jason Rainville"
"Virus Beetle",2,"Artifact Creature - Insect",B,"neo","128",common,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Blink: Payoff","",97184,false,false,"Dan Murayama Scott"
"Coffin Queen",3,"Creature - Zombie Wizard",B,"tmp","114",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Reanimator: Payoff","",9777,false,false,"Kaja Foglio"
"Ayara's Oathsworn",2,"Creature - Human Knight",B,"mat","11",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler;Strict Counters: Enabler;Strict Humans: Enabler","",109144,false,false,"Johann Bodin"
"Marionette Apprentice",2,"Creature - Human Artificer",B,"mh3","100",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Payoff;Strict Dies: Payoff;Strict Humans: Enabler","",126217,false,false,"Steve Ellis"
"Accursed Marauder",2,"Creature - Zombie Warrior",B,"mh3","80",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff","",126177,false,false,"Paolo Parente"
"Infernal Grasp",2,"Instant",B,"mid","107",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler","",93174,false,false,"Naomi Baker"
"Blood Artist",2,"Creature - Vampire",B,"avr","86",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Dies: Payoff;Strict Lifegain: Enabler","",44105,false,false,"Johannes Voss"
"Zulaport Cutthroat",2,"Creature - Human Rogue Ally",B,"bfz","126",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Dies: Payoff;Strict Humans: Enabler;Strict Lifegain: Enabler","",58401,false,false,"Jason Rainville"
"Leaden Myr",2,"Artifact Creature - Myr",,"mrd","191",common,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Ramp: Enabler","",19987,false,false,"Kev Walker"
"Thalia's Lieutenant",2,"Creature - Human Soldier",W,"soi","43",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Blink: Payoff;Strict Counters: Enabler;Strict Humans: Enabler;Strict Humans: Payoff","",59788,false,false,"Johannes Voss"
"Disruptive Stormbrood",5,"Creature - Dragon",G,"tdm","178",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff","",139315,false,false,"Edgar Sánchez Hidalgo"
"Executioner's Capsule",1,"Artifact",B,"ala","75",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Artifacts: Enabler;Strict Noncreature: Enabler","",30967,false,false,"Warren Mahy"
"Diabolic Intent",2,"Sorcery",B,"pls","42",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Dies: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Enabler;Strict Sacrifice: Enabler","",15083,false,false,"Dave Dorman"
"Virtue of Persistence",7,"Enchantment",B,"woe","115",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Enchantments: Enabler;Strict Lifegain: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Payoff","",116546,false,false,"Piotr Dura"
"Tithing Blade",2,"Artifact",B,"lci","128",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Lifegain: Enabler;Strict Noncreature: Enabler","",118064,false,false,"Michael Walsh"
"Persist",2,"Sorcery",B,"mh2","96",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler;Strict Reanimator: Payoff","",90565,false,false,"Milivoj Ćeran"
"Arcane Omens",5,"Sorcery",B,"sos","73",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Five-Color Domain: Payoff;Strict Noncreature: Enabler","",149645,false,false,"Antonio José Manzanedo"
"Deadly Dispute",2,"Instant",B,"afr","94",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Dies: Enabler;Strict Draw: Enabler;Strict Noncreature: Enabler;Strict Sacrifice: Enabler;Strict Tokens: Enabler","",91690,false,false,"Irina Nordsol"
"Bitterblossom",2,"Kindred Enchantment - Faerie",B,"mor","58",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Enchantments: Enabler;Strict Noncreature: Enabler;Strict Tokens: Enabler","",29038,false,false,"Rebecca Guay"
"Necromancy",3,"Enchantment",B,"vis","64",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Blink: Payoff;Strict Enchantments: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Payoff","",7649,false,false,"Pete Venters"
"Memory Lapse",2,"Instant",U,"hml","32a",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler","",-1,false,false,"Mark Tedin"
"Altar of the Wretched",3,"Artifact",B,"lcc","10",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Dies: Enabler;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Power Matters: Payoff;Strict Reanimator: Enabler;Strict Sacrifice: Enabler","",119226,false,false,"Helge C. Balzer"
"Exsanguinator Cavalry",3,"Creature - Vampire Knight",B,"moc","26",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Combat Damage: Enabler;Strict Counters: Enabler;Strict Lifegain: Enabler;Strict Tokens: Enabler","",111404,false,false,"Quintin Gleim"
"Phyrexian Arena",3,"Enchantment",B,"apc","47",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Draw: Enabler;Strict Enchantments: Enabler;Strict Noncreature: Enabler","",16324,false,false,"Pete Venters"
"K'rrik, Son of Yawgmoth",7,"Legendary Creature - Phyrexian Horror Minion",B,"c19","18",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Counters: Enabler;Strict Lifegain: Enabler","",77090,false,false,"Chase Stone"
"Hypnotic Specter",3,"Creature - Specter",B,"lea","112",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Douglas Shuler"
"The Meathook Massacre",2,"Legendary Enchantment",B,"mid","112",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Dies: Payoff;Strict Enchantments: Enabler;Strict Lifegain: Enabler;Strict Noncreature: Enabler","",93186,false,false,"Chris Seaman"
"Exhume",2,"Sorcery",B,"usg","134",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler","",11897,false,false,"Carl Critchlow"
"Undead Butler",2,"Creature - Zombie",B,"vow","133",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Blink: Payoff;Strict Dies: Payoff;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Reanimator: Enabler","",94598,false,false,"Néstor Ossandón Leal"
"Sinkhole Surveyor",2,"Creature - Bird Scout",B,"tdm","93",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Attack: Enabler","",139139,false,false,"Warren Mahy"
"Murderous Rider",3,"Creature - Zombie Knight",B,"eld","97",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Dies: Payoff;Strict Lifegain: Enabler","",78308,false,false,"Josh Hass"
"Fain, the Broker",3,"Legendary Creature - Human Warlock",B,"c21","40",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Artifacts: Payoff;Strict Counters: Enabler;Strict Dies: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Humans: Enabler;Strict Reanimator: Enabler;Strict Sacrifice: Enabler;Strict Tokens: Enabler","",89823,false,false,"Lius Lasahido"
"Midnight Reaper",3,"Creature - Zombie Knight",B,"grn","77",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Dies: Payoff;Strict Draw: Enabler","",69527,false,false,"Sidharth Chaturvedi"
"Tinybones, Bauble Burglar",2,"Legendary Creature - Skeleton Rogue",B,"fdn","72",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Opponent Cards: Enabler","",133712,false,false,"Leonardo Santanna"
"Victimize",3,"Sorcery",B,"usg","166",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Enabler","",12173,false,false,"Val Mayerik"
"Doomed Necromancer",3,"Creature - Human Cleric Mercenary",B,"ons","140",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Humans: Enabler;Strict Reanimator: Payoff","",18331,false,false,"Mark Brill"
"Rankle, Master of Pranks",4,"Legendary Creature - Faerie Rogue",B,"eld","101",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Combat Damage: Enabler;Strict Draw: Enabler","",78320,false,false,"Dmitry Burmak"
"Hostile Investigator",4,"Creature - Ogre Rogue Detective",B,"big","10",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Blink: Payoff;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",125381,false,false,"Andrew Mar"
"Rev, Tithe Extractor",4,"Legendary Creature - Human Rogue",B,"j25","45",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Humans: Enabler;Strict Opponent Cards: Enabler;Strict Tokens: Enabler","",132770,false,false,"M.Matsumoto"
"Grave Titan",6,"Creature - Giant",B,"m11","97",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Blink: Payoff;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Glue;Strict Tokens: Enabler","",37374,false,false,"Nils Hamm"
"Ripples of Undeath",2,"Enchantment",B,"mh3","107",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Enchantments: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Enabler","",126231,false,false,"Ben Wootten"
"Ravenous Chupacabra",4,"Creature - Beast Horror",B,"rix","82",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff","",66617,false,false,"Daarken"
"Yawgmoth, Thran Physician",4,"Legendary Creature - Human Cleric",B,"mh1","116",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Counters: Glue;Strict Dies: Enabler;Strict Discard: Enabler;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Humans: Enabler;Strict Reanimator: Enabler;Strict Sacrifice: Enabler","",72604,false,false,"Mark Winters"
"Black Sun's Twilight",1,"Instant",B,"one","84",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Noncreature: Enabler;Strict Reanimator: Payoff","",106383,false,false,"Jonas De Ro"
"Lethal Scheme",4,"Instant",B,"ncc","36",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Counters: Enabler;Strict Discard: Enabler;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Enabler","",-1,false,false,"Tuan Duong Chu"
"Syr Konrad, the Grim",5,"Legendary Creature - Human Knight",B,"eld","107",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Damage: Enabler;Strict Dies: Payoff;Strict Humans: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",78336,false,false,"Anna Steinbauer"
"Nethergoyf",1,"Creature - Lhurgoyf",B,"mh3","103",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Graveyard Cast: Payoff;Strict Graveyard Types: Payoff;Strict Power Matters: Enabler","",126223,false,false,"Xavier Ribeiro"
"Obsessive Pursuit",2,"Enchantment",B,"tla","112",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Counters: Enabler;Strict Enchantments: Enabler;Strict Noncreature: Enabler;Strict Tokens: Enabler","",144704,false,false,"Ichiko Milk Tei"
"Shriekmaw",5,"Creature - Elemental",B,"lrw","139",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff","",28647,false,false,"Steve Prescott"
"Noxious Gearhulk",6,"Artifact Creature - Construct",B,"kld","96",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Lifegain: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Glue","",61959,false,false,"Lius Lasahido"
"Marionette Master",6,"Creature - Human Artificer",B,"kld","90",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Payoff;Strict Dies: Payoff;Strict Humans: Enabler;Strict Ramp: Glue","",61941,false,false,"James Ryman"
"Drana, Liberator of Malakir",3,"Legendary Creature - Vampire Ally",B,"bfz","109",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Strict Combat Damage: Enabler;Strict Counters: Enabler","",58405,false,false,"Mike Bierek"
"Gwenom, Remorseless",5,"Legendary Creature - Symbiote Spider Hero",B,"spm","56",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Lifegain: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",153351,false,false,"Lordigan"
"Suspended Sentence",4,"Instant",B,"dsc","25",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler","",131371,false,false,"L.A. Draws"
"Sheoldred, the Apocalypse",4,"Legendary Creature - Phyrexian Praetor",B,"dmu","107",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Draw: Enabler;Strict Lifegain: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",102690,false,false,"Chris Rahn"
"Agent of the Iron Throne",3,"Legendary Enchantment - Background",B,"clb","107",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Payoff;Strict Dies: Payoff;Strict Enchantments: Enabler;Strict Noncreature: Enabler","",100224,false,false,"Josh Hass"
"Wildgrowth Archaic",4,"Creature - Avatar",G,"sos","168",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Counters: Enabler;Strict Five-Color Domain: Payoff","",149835,false,false,"Loïc Canavaggia"
"Stitcher's Supplier",1,"Creature - Zombie",B,"m19","121",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Blink: Payoff;Strict Dies: Payoff;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Reanimator: Enabler","",68403,false,false,"Chris Seaman"
"Umbral Collar Zealot",2,"Creature - Human Cleric",B,"eoe","123",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Dies: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Humans: Enabler;Strict Reanimator: Enabler;Strict Sacrifice: Enabler","",142859,false,false,"Dmitry Burmak"
"Breach the Multiverse",7,"Sorcery",B,"mom","94",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler;Strict Ramp: Glue;Strict Reanimator: Payoff","",110024,false,false,"Liiga Smilshkalne"
"Heroes in a Half Shell",5,"Legendary Creature - Mutant Ninja Turtle",BGRUW,"tmc","6",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Counters: Enabler;Strict Draw: Enabler;Strict Five-Color Domain: Payoff;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",147341,false,false,"Victor Maury"
"Sage of the Skies",3,"Creature - Human Monk",W,"tdm","22",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Humans: Enabler;Strict Lifegain: Enabler","",138989,false,false,"Justyna Dura"
"Twitching Doll",2,"Artifact Creature - Spider Toy",G,"dsk","201",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Five-Color Domain: Glue;Strict Ramp: Enabler;Strict Tokens: Enabler","",130533,false,false,"Warren Mahy"
"Birthing Ritual",2,"Enchantment",G,"mh3","146",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Dies: Enabler;Strict Enchantments: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Enabler;Strict Sacrifice: Enabler","",126309,false,false,"Drew Tucker"
"It's Clobberin' Time!",3,"Sorcery",G,"msc","66",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Damage: Enabler;Strict Noncreature: Enabler;Strict Power Matters: Payoff","",150571,false,false,"Thomas Chamberlain-Keen"
"Pawpatch Recruit",1,"Creature - Rabbit Warrior",G,"blb","187",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Counters: Enabler","",129619,false,false,"Johan Grenier"
"Giver of Runes",1,"Creature - Kor Cleric",W,"mh1","13",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",72398,false,false,"Seb McKinnon"
"Pyrite Spellbomb",1,"Artifact",,"mrd","232",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Artifacts: Enabler;Strict Damage: Enabler;Strict Draw: Enabler;Strict Noncreature: Enabler","",19869,false,false,"Jim Nelson"
"Monastery Swiftspear",1,"Creature - Human Monk",R,"ktk","118",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Humans: Enabler;Strict Noncreature: Payoff","",54108,false,false,"Steve Argyle"
"Troll of Khazad-dûm",6,"Creature - Troll",B,"ltr","111",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Discard: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Reanimator: Enabler","",112132,false,false,"Simon Dominic"
